Hora	Tiempo(nSeg)	ECG(V)							
01:28:20 p. m.	1373.00	1.9							
01:28:20 p. m.	1374.00	3.63							
01:28:20 p. m.	1375.00	2.41							
01:28:20 p. m.	1376.00	2.42							
01:28:20 p. m.	1377.00	3.33							
01:28:20 p. m.	1378.00	2.68							
01:28:20 p. m.	1379.00	2.8							
01:28:20 p. m.	1380.00	2.83							
01:28:20 p. m.	1381.00	2.75							
01:28:20 p. m.	1382.00	2.66							
01:28:20 p. m.	1383.00	2.79							
01:28:20 p. m.	1384.00	2.76							
01:28:20 p. m.	1385.00	2.68							
01:28:20 p. m.	1386.00	2.7							
01:28:20 p. m.	1387.00	2.66							
01:28:20 p. m.	1388.00	2.81							
01:28:20 p. m.	1389.00	2.82							
01:28:20 p. m.	1390.00	2.85							
01:28:20 p. m.	1391.00	2.81							
01:28:20 p. m.	1392.00	2.71							
01:28:20 p. m.	1393.00	2.84							
01:28:20 p. m.	1394.00	2.6							
01:28:20 p. m.	1395.00	2.81							
01:28:20 p. m.	1396.00	2.71							
01:28:20 p. m.	1397.00	2.76							
01:28:20 p. m.	1398.00	2.81							
01:28:20 p. m.	1399.00	2.77							
01:28:20 p. m.	1400.00	2.24							
01:28:20 p. m.	1401.00	2.4							
01:28:20 p. m.	1402.00	2.61							
01:28:20 p. m.	1403.00	2.07							
01:28:20 p. m.	1404.00	2.28							
01:28:20 p. m.	1405.00	2.67							
01:28:20 p. m.	1406.00	2.74							
01:28:20 p. m.	1407.00	2.72							
01:28:20 p. m.	1408.00	2.6							
01:28:20 p. m.	1409.00	2.89							
01:28:21 p. m.	1410.00	2.74							
01:28:21 p. m.	1411.00	2.77							
01:28:21 p. m.	1412.00	2.93							
01:28:21 p. m.	1413.00	2.73							
01:28:21 p. m.	1414.00	2.76							
01:28:21 p. m.	1415.00	2.86							
01:28:21 p. m.	1416.00	2.92							
01:28:21 p. m.	1417.00	2.88							
01:28:21 p. m.	1418.00	2.81							
01:28:21 p. m.	1419.00	2.87							
01:28:21 p. m.	1420.00	2.68							
01:28:21 p. m.	1421.00	2.81							
01:28:21 p. m.	1422.00	2.55							
01:28:21 p. m.	1423.00	2.72							
01:28:21 p. m.	1424.00	2.83							
01:28:21 p. m.	1425.00	2.73							
01:28:21 p. m.	1426.00	2.89							
01:28:21 p. m.	1427.00	2.7							
01:28:21 p. m.	1428.00	2.81							
01:28:21 p. m.	1429.00	2.29							
01:28:21 p. m.	1430.00	2.92							
01:28:21 p. m.	1431.00	2.93							
01:28:21 p. m.	1432.00	4.49							
01:28:21 p. m.	1433.00	2.73							
01:28:21 p. m.	1434.00	2.83							
01:28:21 p. m.	1435.00	2.81							
01:28:21 p. m.	1436.00	2.94							
01:28:21 p. m.	1437.00	2.96							
01:28:21 p. m.	1438.00	2.92							
01:28:21 p. m.	1439.00	2.72							
01:28:21 p. m.	1440.00	2.72							
01:28:21 p. m.	1441.00	2.8							
01:28:21 p. m.	1442.00	2.97							
01:28:21 p. m.	1443.00	2.75							
01:28:21 p. m.	1444.00	2.66							
01:28:21 p. m.	1445.00	2.8							
01:28:21 p. m.	1446.00	2.78							
01:28:21 p. m.	1447.00	2.73							
01:28:21 p. m.	1448.00	2.74							
01:28:21 p. m.	1449.00	2.79							
01:28:21 p. m.	1450.00	2.95							
01:28:21 p. m.	1451.00	2.73							
01:28:21 p. m.	1452.00	2.88							
01:28:21 p. m.	1453.00	2.75							
01:28:21 p. m.	1454.00	2.74							
01:28:21 p. m.	1455.00	2.75							
01:28:22 p. m.	1456.00	2.8							
01:28:22 p. m.	1457.00	3.3							
01:28:22 p. m.	1458.00	2.69							
01:28:22 p. m.	1459.00	2.81							
01:28:22 p. m.	1460.00	2.57							
01:28:22 p. m.	1461.00	2.5							
01:28:22 p. m.	1462.00	2.74							
01:28:22 p. m.	1463.00	2.82							
01:28:22 p. m.	1464.00	2.89							
01:28:22 p. m.	1465.00	2.97							
01:28:22 p. m.	1466.00	2.75							
01:28:22 p. m.	1467.00	2.56							
01:28:22 p. m.	1468.00	2.75							
01:28:22 p. m.	1469.00	2.66							
01:28:22 p. m.	1470.00	2.78							
01:28:22 p. m.	1471.00	2.82							
01:28:22 p. m.	1472.00	2.5							
01:28:22 p. m.	1473.00	2.65							
01:28:22 p. m.	1474.00	2.83							
01:28:22 p. m.	1475.00	2.69							
01:28:22 p. m.	1476.00	2.82							
01:28:22 p. m.	1477.00	2.82							
01:28:22 p. m.	1478.00	2.72							
01:28:22 p. m.	1479.00	2.85							
01:28:22 p. m.	1480.00	2.78							
01:28:22 p. m.	1481.00	2.64							
01:28:22 p. m.	1482.00	2.79							
01:28:22 p. m.	1483.00	2.57							
01:28:22 p. m.	1484.00	2.4							
01:28:22 p. m.	1485.00	2.51							
01:28:22 p. m.	1486.00	2.39							
01:28:22 p. m.	1487.00	2.77							
01:28:22 p. m.	1488.00	2.46							
01:28:22 p. m.	1489.00	2.74							
01:28:22 p. m.	1490.00	2.7							
01:28:22 p. m.	1491.00	2.81							
01:28:22 p. m.	1492.00	2.91							
01:28:22 p. m.	1493.00	2.82							
01:28:22 p. m.	1494.00	2.68							
01:28:22 p. m.	1495.00	2.66							
01:28:22 p. m.	1496.00	2.82							
01:28:22 p. m.	1497.00	2.86							
01:28:22 p. m.	1498.00	2.86							
01:28:22 p. m.	1499.00	2.82							
01:28:22 p. m.	1500.00	2.76							
01:28:22 p. m.	1501.00	2.74							
01:28:23 p. m.	1502.00	2.95							
01:28:23 p. m.	1503.00	2.71							
01:28:23 p. m.	1504.00	2.8							
01:28:23 p. m.	1505.00	2.85							
01:28:23 p. m.	1506.00	2.77							
01:28:23 p. m.	1507.00	2.66							
01:28:23 p. m.	1508.00	2.61							
01:28:23 p. m.	1509.00	2.42							
01:28:23 p. m.	1510.00	2.53							
01:28:23 p. m.	1511.00	3.31							
01:28:23 p. m.	1512.00	2.9							
01:28:23 p. m.	1513.00	3.08							
01:28:23 p. m.	1514.00	2.74							
01:28:23 p. m.	1515.00	2.95							
01:28:23 p. m.	1516.00	2.13							
01:28:23 p. m.	1517.00	4.04							
01:28:23 p. m.	1518.00	2.9							
01:28:23 p. m.	1519.00	2.39							
01:28:23 p. m.	1520.00	2.57							
01:28:23 p. m.	1521.00	2.76							
01:28:23 p. m.	1522.00	2.93							
01:28:23 p. m.	1523.00	2.58							
01:28:23 p. m.	1524.00	2.73							
01:28:23 p. m.	1525.00	2.84							
01:28:23 p. m.	1526.00	2.82							
01:28:23 p. m.	1527.00	2.79							
01:28:23 p. m.	1528.00	2.84							
01:28:23 p. m.	1529.00	2.32							
01:28:23 p. m.	1530.00	2.93							
01:28:23 p. m.	1531.00	2.71							
01:28:23 p. m.	1532.00	2.89							
01:28:23 p. m.	1533.00	2.7							
01:28:23 p. m.	1534.00	2.84							
01:28:23 p. m.	1535.00	2.75							
01:28:23 p. m.	1536.00	2.45							
01:28:23 p. m.	1537.00	2.49							
01:28:23 p. m.	1538.00	2.7							
01:28:23 p. m.	1539.00	2.5							
01:28:23 p. m.	1540.00	3.72							
01:28:23 p. m.	1541.00	2.52							
01:28:23 p. m.	1542.00	2.71							
01:28:23 p. m.	1543.00	2.85							
01:28:23 p. m.	1544.00	2.6							
01:28:23 p. m.	1545.00	3.07							
01:28:23 p. m.	1546.00	2.53							
01:28:24 p. m.	1547.00	2.85							
01:28:24 p. m.	1548.00	2.7							
01:28:24 p. m.	1549.00	2.83							
01:28:24 p. m.	1550.00	2.73							
01:28:24 p. m.	1551.00	2.81							
01:28:24 p. m.	1552.00	2.81							
01:28:24 p. m.	1553.00	2.77							
01:28:24 p. m.	1554.00	2.8							
01:28:24 p. m.	1555.00	2.65							
01:28:24 p. m.	1556.00	2.74							
01:28:24 p. m.	1557.00	2.73							
01:28:24 p. m.	1558.00	2.7							
01:28:24 p. m.	1559.00	2.75							
01:28:24 p. m.	1560.00	2.82							
01:28:24 p. m.	1561.00	2.73							
01:28:24 p. m.	1562.00	2.82							
01:28:24 p. m.	1563.00	2.74							
01:28:24 p. m.	1564.00	2.82							
01:28:24 p. m.	1565.00	2.04							
01:28:24 p. m.	1566.00	2.89							
01:28:24 p. m.	1567.00	2.52							
01:28:24 p. m.	1568.00	2.75							
01:28:24 p. m.	1569.00	2.73							
01:28:24 p. m.	1570.00	2.81							
01:28:24 p. m.	1571.00	3.2							
01:28:24 p. m.	1572.00	2.66							
